regiao,estado,municipio,votos_Bolsonaro,votos_Lula
Centro-Oeste,MT,ROSARIO OESTE,4467,4791
Sudeste,SP,ROSEIRA,4127,2489
Nordeste,AL,ROTEIRO,1462,2250
Sudeste,MG,RUBELITA,837,3895
Sudeste,SP,RUBIACEA,1058,713
Centro-Oeste,GO,RUBIATABA,7887,3840
Sudeste,MG,RUBIM,1289,3431
Sudeste,SP,RUBINEIA,1435,912
Norte,PA,RUROPOLIS,8443,5480
Nordeste,CE,RUSSAS,13306,32874
Nordeste,BA,RUY BARBOSA,3992,13216
Nordeste,RN,RUY BARBOSA,1391,1613
Sudeste,MG,SABARA,37228,38119
Sul,PR,SABAUDIA,3681,1356
Sudeste,SP,SABINO,1882,1340
Sudeste,MG,SABINOPOLIS,2205,5854
Nordeste,CE,SABOEIRO,1447,7660
Sudeste,MG,SACRAMENTO,8867,6258
Sul,RS,SAGRADA FAMILIA,867,937
Sudeste,SP,SAGRES,808,744
Exterior,ZZ,SAINT JOHNS,0,0
Nordeste,PE,SAIRE,2567,6308
Sul,RS,SALDANHA MARINHO,1426,837
Sudeste,SP,SALES,2770,1069
Sudeste,SP,SALES OLIVEIRA,4105,2324
Sudeste,SP,SALESOPOLIS,6834,4506
Sul,SC,SALETE,3776,1243
Nordeste,PE,SALGADINHO,1171,3921
Nordeste,PB,SALGADINHO,454,1826
Nordeste,SE,SALGADO,2847,10339
Nordeste,PB,SALGADO DE SAO FELIX,1902,5348
Sul,PR,SALGADO FILHO,1496,1452
Nordeste,PE,SALGUEIRO,6288,26290
Sudeste,MG,SALINAS,9031,14737
Nordeste,BA,SALINAS DA MARGARIDA,1734,8848
Norte,PA,SALINOPOLIS,9136,17053
Nordeste,CE,SALITRE,1744,9034
Sudeste,SP,SALMOURAO,1746,1248
Nordeste,PE,SALOA,1017,7785
Sudeste,SP,SALTINHO,4530,1048
Sul,SC,SALTINHO,1011,1582
Sudeste,SP,SALTO,44746,28325
Sudeste,MG,SALTO DA DIVISA,1100,2351
Sudeste,SP,SALTO DE PIRAPORA,13494,9455
Exterior,ZZ,SALTO DEL GUAIRA,549,29
Centro-Oeste,MT,SALTO DO CEU,1476,768
Sul,PR,SALTO DO ITARARE,1574,1748
Sul,RS,SALTO DO JACUI,2926,3290
Sul,PR,SALTO DO LONTRA,3463,5557
Sudeste,SP,SALTO GRANDE,2861,2045
Sul,SC,SALTO VELOSO,1983,874
Nordeste,BA,SALVADOR,451131,1089899
Sul,RS,SALVADOR DAS MISSOES,1366,856
Sul,RS,SALVADOR DO SUL,3317,1315
Norte,PA,SALVATERRA,4183,10453
Nordeste,MA,SAMBAIBA,1225,2809
Norte,TO,SAMPAIO,788,1833
Sul,RS,SANANDUVA,7685,3273
Centro-Oeste,GO,SANCLERLANDIA,3080,2418
Norte,TO,SANDOLANDIA,1322,1222
Sudeste,SP,SANDOVALINA,948,1610
Sul,SC,SANGAO,5565,1404
Nordeste,PE,SANHARO,2497,9748
Sul,RS,SANT'ANA DO LIVRAMENTO,21249,28753
Sudeste,SP,SANTA ADELIA,5173,3176
Sudeste,SP,SANTA ALBERTINA,2402,1523
Sul,PR,SANTA AMELIA,1262,1075
Nordeste,BA,SANTA BARBARA,2995,12197
Sudeste,MG,SANTA BARBARA,6894,11658
Sudeste,SP,SANTA BARBARA D'OESTE,73567,37322
Centro-Oeste,GO,SANTA BARBARA DE GOIAS,2356,1795
Sudeste,MG,SANTA BARBARA DO LESTE,2892,2726
Sudeste,MG,SANTA BARBARA DO MONTE VERDE,944,1673
Norte,PA,SANTA BARBARA DO PARA,5668,7489
Sul,RS,SANTA BARBARA DO SUL,3543,2086
Sudeste,MG,SANTA BARBARA DO TUGURIO,878,2579
Sudeste,SP,SANTA BRANCA,5331,3485
Nordeste,BA,SANTA BRIGIDA,1191,7389
Centro-Oeste,MT,SANTA CARMEM,2251,658
Sul,SC,SANTA CECILIA,5514,3865
Nordeste,PB,SANTA CECILIA,1302,4220
Sul,PR,SANTA CECILIA DO PAVAO,1248,1109
Sul,RS,SANTA CECILIA DO SUL,1086,478
Sudeste,SP,SANTA CLARA D'OESTE,1008,754
Sul,RS,SANTA CLARA DO SUL,3084,1265
Nordeste,RN,SANTA CRUZ,6495,14462
Nordeste,PB,SANTA CRUZ,683,3752
Nordeste,PE,SANTA CRUZ,1174,8645
Nordeste,BA,SANTA CRUZ CABRALIA,5914,9778
Nordeste,PE,SANTA CRUZ DA BAIXA VERDE,1068,6151
Sudeste,SP,SANTA CRUZ DA CONCEICAO,2164,921
Sudeste,SP,SANTA CRUZ DA ESPERANCA,906,661
Nordeste,BA,SANTA CRUZ DA VITORIA,1227,1896
Sudeste,SP,SANTA CRUZ DAS PALMEIRAS,10023,6102
Centro-Oeste,GO,SANTA CRUZ DE GOIAS,1277,1107
Exterior,ZZ,SANTA CRUZ DE LA SIERRA,870,138
Sudeste,MG,SANTA CRUZ DE MINAS,2865,2275
Sul,PR,SANTA CRUZ DE MONTE CASTELO,2982,2298
Sudeste,MG,SANTA CRUZ DE SALINAS,460,2435
Norte,PA,SANTA CRUZ DO ARARI,1177,3063
Nordeste,PE,SANTA CRUZ DO CAPIBARIBE,26632,24462
Sudeste,MG,SANTA CRUZ DO ESCALVADO,1024,2667
Nordeste,PI,SANTA CRUZ DO PIAUI,628,3709
Sudeste,SP,SANTA CRUZ DO RIO PARDO,18666,7147
Sul,RS,SANTA CRUZ DO SUL,49867,33040
Centro-Oeste,MT,SANTA CRUZ DO XINGU,891,404
Nordeste,PI,SANTA CRUZ DOS MILAGRES,402,2107
Sudeste,MG,SANTA EFIGENIA DE MINAS,841,1737
Sudeste,SP,SANTA ERNESTINA,2100,1835
Sul,PR,SANTA FE,4337,2820
Centro-Oeste,GO,SANTA FE DE GOIAS,1597,1394
Sudeste,MG,SANTA FE DE MINAS,554,1734
Norte,TO,SANTA FE DO ARAGUAIA,1689,2264
Sudeste,SP,SANTA FE DO SUL,13258,6151
Nordeste,PE,SANTA FILOMENA,1099,8032
Nordeste,PI,SANTA FILOMENA,1036,2927
Nordeste,MA,SANTA FILOMENA DO MARANHAO,879,3653
Sudeste,SP,SANTA GERTRUDES,9747,4899
Nordeste,MA,SANTA HELENA,3853,12592
Nordeste,PB,SANTA HELENA,511,3928
Sul,SC,SANTA HELENA,1068,830
Sul,PR,SANTA HELENA,10309,6483
Centro-Oeste,GO,SANTA HELENA DE GOIAS,12407,10718
Sudeste,MG,SANTA HELENA DE MINAS,967,2859
Nordeste,MA,SANTA INES,15347,30176
Nordeste,PB,SANTA INES,230,2554
Nordeste,BA,SANTA INES,896,4930
Sul,PR,SANTA INES,618,774
Centro-Oeste,GO,SANTA ISABEL,1681,1169
Sudeste,SP,SANTA ISABEL,19461,12195
Sul,PR,SANTA ISABEL DO IVAI,3540,1900
Norte,PA,SANTA ISABEL DO PARA,17392,20526
Norte,AM,SANTA ISABEL DO RIO NEGRO,1305,3703
Sul,PR,SANTA IZABEL DO OESTE,3898,3524
Sudeste,MG,SANTA JULIANA,4449,3956
Sudeste,ES,SANTA LEOPOLDINA,4046,3580
Sudeste,SP,SANTA LUCIA,2103,2872
Sul,PR,SANTA LUCIA,1429,1148
Nordeste,PI,SANTA LUZ,959,3023
Sudeste,MG,SANTA LUZIA,68438,63793
Nordeste,MA,SANTA LUZIA,7292,25124
Nordeste,PB,SANTA LUZIA,2618,6677
Nordeste,BA,SANTA LUZIA,1846,4059
Norte,RO,SANTA LUZIA D'OESTE,3184,1652
Nordeste,SE,SANTA LUZIA DO ITANHY,1534,6426
Nordeste,AL,SANTA LUZIA DO NORTE,1753,2859
Norte,PA,SANTA LUZIA DO PARA,3385,9505
Nordeste,MA,SANTA LUZIA DO PARUA,3485,9138
Sudeste,MG,SANTA MARGARIDA,5231,5208
Sul,RS,SANTA MARGARIDA DO SUL,1033,1031
Sul,RS,SANTA MARIA,83340,76044
Nordeste,RN,SANTA MARIA,1002,2566
Nordeste,PE,SANTA MARIA DA BOA VISTA,3911,18803
Sudeste,SP,SANTA MARIA DA SERRA,2045,1164
Nordeste,BA,SANTA MARIA DA VITORIA,6184,16849
Norte,PA,SANTA MARIA DAS BARREIRAS,5548,3373
Sudeste,MG,SANTA MARIA DE ITABIRA,2158,4437
Sudeste,ES,SANTA MARIA DE JETIBA,16385,7332
Nordeste,PE,SANTA MARIA DO CAMBUCA,2416,6135
Sul,RS,SANTA MARIA DO HERVAL,2911,1543
Sul,PR,SANTA MARIA DO OESTE,2573,3785
Norte,PA,SANTA MARIA DO PARA,7328,9470
Sudeste,MG,SANTA MARIA DO SALTO,1096,1825
Sudeste,MG,SANTA MARIA DO SUACUI,2640,5054
Norte,TO,SANTA MARIA DO TOCANTINS,838,1035
Sudeste,RJ,SANTA MARIA MADALENA,3226,3424
Sul,PR,SANTA MARIANA,3691,3462
Sudeste,SP,SANTA MERCEDES,975,900
Sul,PR,SANTA MONICA,971,1187
Nordeste,CE,SANTA QUITERIA,4530,21661
Nordeste,MA,SANTA QUITERIA DO MARANHAO,2650,12742
Nordeste,MA,SANTA RITA,3534,14844
Nordeste,PB,SANTA RITA,31965,44195
Sudeste,SP,SANTA RITA D'OESTE,1062,802
Sudeste,MG,SANTA RITA DE CALDAS,3488,2055
Nordeste,BA,SANTA RITA DE CASSIA,3417,13046
Sudeste,MG,SANTA RITA DE IBITIPOCA,649,1822
Sudeste,MG,SANTA RITA DE JACUTINGA,1248,2129
Sudeste,MG,SANTA RITA DE MINAS,2365,2230
Centro-Oeste,GO,SANTA RITA DO ARAGUAIA,1739,1451
Sudeste,MG,SANTA RITA DO ITUETO,2178,1537
Centro-Oeste,GO,SANTA RITA DO NOVO DESTINO,1059,1125
Centro-Oeste,MS,SANTA RITA DO PARDO,1874,1619
Sudeste,SP,SANTA RITA DO PASSA QUATRO,10369,4553
Sudeste,MG,SANTA RITA DO SAPUCAI,16127,8102
Norte,TO,SANTA RITA DO TOCANTINS,741,774
Centro-Oeste,MT,SANTA RITA DO TRIVELATO,1104,511
Sul,RS,SANTA ROSA,30871,14897
Sudeste,MG,SANTA ROSA DA SERRA,1138,1240
Centro-Oeste,GO,SANTA ROSA DE GOIAS,1289,1239
Sul,SC,SANTA ROSA DE LIMA,1149,519
Nordeste,SE,SANTA ROSA DE LIMA,840,2310
Sudeste,SP,SANTA ROSA DE VITERBO,7780,5979
Nordeste,PI,SANTA ROSA DO PIAUI,745,2626
Norte,AC,SANTA ROSA DO PURUS,1127,1217
Sul,SC,SANTA ROSA DO SUL,4296,1723
Norte,TO,SANTA ROSA DO TOCANTINS,924,2150
Sudeste,SP,SANTA SALETE,929,427
Sudeste,ES,SANTA TERESA,9561,5152
Nordeste,PB,SANTA TERESINHA,1072,3293
Sul,RS,SANTA TEREZA,1051,389
Centro-Oeste,GO,SANTA TEREZA DE GOIAS,1079,1236
Sul,PR,SANTA TEREZA DO OESTE,4469,2969
Norte,TO,SANTA TEREZA DO TOCANTINS,1110,1170
Nordeste,BA,SANTA TEREZINHA,1212,5282
Centro-Oeste,MT,SANTA TEREZINHA,1480,1842
Sul,SC,SANTA TEREZINHA,3800,1626
Nordeste,PE,SANTA TEREZINHA,970,5042
Centro-Oeste,GO,SANTA TEREZINHA DE GOIAS,2650,3129
Sul,PR,SANTA TEREZINHA DE ITAIPU,10322,4258
Sul,SC,SANTA TEREZINHA DO PROGRESSO,823,1103
Norte,TO,SANTA TEREZINHA DO TOCANTINS,558,1020
Sudeste,MG,SANTA VITORIA,5437,7560
Sul,RS,SANTA VITORIA DO PALMAR,6213,10372
Nordeste,BA,SANTALUZ,5765,18066
Nordeste,BA,SANTANA,4121,11797
Norte,AP,SANTANA,35397,27693
Sul,RS,SANTANA DA BOA VISTA,2207,2485
Sudeste,SP,SANTANA DA PONTE PENSA,707,491
Sudeste,MG,SANTANA DA VARGEM,2341,2519
Sudeste,MG,SANTANA DE CATAGUASES,1279,1414
Nordeste,PB,SANTANA DE MANGUEIRA,346,2895
Sudeste,SP,SANTANA DE PARNAIBA,42530,35047
Sudeste,MG,SANTANA DE PIRAPAMA,2344,3299
Nordeste,CE,SANTANA DO ACARAU,3997,15968
Norte,PA,SANTANA DO ARAGUAIA,10661,5979
Nordeste,CE,SANTANA DO CARIRI,1082,9549
Sudeste,MG,SANTANA DO DESERTO,934,1765
Sudeste,MG,SANTANA DO GARAMBEU,507,1289
Nordeste,AL,SANTANA DO IPANEMA,6028,17056
Sul,PR,SANTANA DO ITARARE,1678,1858
Sudeste,MG,SANTANA DO JACARE,1441,1654
Sudeste,MG,SANTANA DO MANHUACU,2383,3369
Nordeste,MA,SANTANA DO MARANHAO,1058,4509
Nordeste,RN,SANTANA DO MATOS,1729,6843
Nordeste,AL,SANTANA DO MUNDAU,1438,4843
Sudeste,MG,SANTANA DO PARAISO,10563,7093
Nordeste,PI,SANTANA DO PIAUI,589,2720
Sudeste,MG,SANTANA DO RIACHO,1588,2655
Nordeste,SE,SANTANA DO SAO FRANCISCO,1138,3188
Nordeste,RN,SANTANA DO SERIDO,682,1414
Nordeste,PB,SANTANA DOS GARROTES,950,3331
Sudeste,MG,SANTANA DOS MONTES,1090,1804
Nordeste,BA,SANTANOPOLIS,1108,5623
Norte,PA,SANTAREM,102608,82030
Norte,PA,SANTAREM NOVO,1206,3631
Sul,RS,SANTIAGO,16482,13480
Exterior,ZZ,SANTIAGO,922,905
Sul,SC,SANTIAGO DO SUL,651,591
Centro-Oeste,MT,SANTO AFONSO,990,689
Nordeste,BA,SANTO AMARO,5608,31026
Sul,SC,SANTO AMARO DA IMPERATRIZ,10896,4902
Nordeste,SE,SANTO AMARO DAS BROTAS,1180,5718
Nordeste,MA,SANTO AMARO DO MARANHAO,1145,6743
Sudeste,SP,SANTO ANASTACIO,6950,4662
Sudeste,SP,SANTO ANDRE,225767,207330
Nordeste,PB,SANTO ANDRE,390,1817
Sul,RS,SANTO ANGELO,25061,20776
Nordeste,RN,SANTO ANTONIO,3948,10692
Sudeste,SP,SANTO ANTONIO DA ALEGRIA,2319,1896
Centro-Oeste,GO,SANTO ANTONIO DA BARRA,1381,1767
Sul,RS,SANTO ANTONIO DA PATRULHA,14651,10963
Sul,PR,SANTO ANTONIO DA PLATINA,16140,9169
Sul,RS,SANTO ANTONIO DAS MISSOES,2545,3992
Centro-Oeste,GO,SANTO ANTONIO DE GOIAS,2609,2168
Nordeste,BA,SANTO ANTONIO DE JESUS,18754,40001
Nordeste,PI,SANTO ANTONIO DE LISBOA,1031,3617
Sudeste,RJ,SANTO ANTONIO DE PADUA,14919,9690
Sudeste,SP,SANTO ANTONIO DE POSSE,8598,4245
Sudeste,MG,SANTO ANTONIO DO AMPARO,3635,7216
Sudeste,SP,SANTO ANTONIO DO ARACANGUA,3292,2261
Sudeste,MG,SANTO ANTONIO DO AVENTUREIRO,1239,1620
Sul,PR,SANTO ANTONIO DO CAIUA,748,1133
Centro-Oeste,GO,SANTO ANTONIO DO DESCOBERTO,18879,14232
Sudeste,MG,SANTO ANTONIO DO GRAMA,856,2112
Norte,AM,SANTO ANTONIO DO ICA,3150,8849
Sudeste,MG,SANTO ANTONIO DO ITAMBE,481,1764
Sudeste,MG,SANTO ANTONIO DO JACINTO,2338,3844
Sudeste,SP,SANTO ANTONIO DO JARDIM,2563,1444
Centro-Oeste,MT,SANTO ANTONIO DO LESTE,1128,654
Centro-Oeste,MT,SANTO ANTONIO DO LEVERGER,5830,6651
Sudeste,MG,SANTO ANTONIO DO MONTE,11569,4368
Sul,RS,SANTO ANTONIO DO PALMA,872,730
Sul,PR,SANTO ANTONIO DO PARAISO,846,862
Sudeste,SP,SANTO ANTONIO DO PINHAL,2714,2028
Sul,RS,SANTO ANTONIO DO PLANALTO,1238,504
Sudeste,MG,SANTO ANTONIO DO RETIRO,1233,3109
Sudeste,MG,SANTO ANTONIO DO RIO ABAIXO,566,962
Sul,PR,SANTO ANTONIO DO SUDOESTE,6124,5984
Norte,PA,SANTO ANTONIO DO TAUA,6968,12237
Nordeste,MA,SANTO ANTONIO DOS LOPES,3015,8315
Nordeste,PI,SANTO ANTONIO DOS MILAGRES,244,1223
Sul,RS,SANTO AUGUSTO,4761,4222
Sul,RS,SANTO CRISTO,6187,4545
Nordeste,BA,SANTO ESTEVAO,4791,24801
Sudeste,SP,SANTO EXPEDITO,1091,997
Sul,RS,SANTO EXPEDITO DO SUL,1144,705
Sudeste,MG,SANTO HIPOLITO,558,1446
Sul,PR,SANTO INACIO,1832,1862
Nordeste,PI,SANTO INACIO DO PIAUI,360,2263
Sudeste,SP,SANTOPOLIS DO AGUAPEI,1486,975
Sudeste,SP,SANTOS,145874,113693
Sudeste,MG,SANTOS DUMONT,11152,18039
Nordeste,CE,SAO BENEDITO,7153,20977
Nordeste,MA,SAO BENEDITO DO RIO PRETO,1627,9571
Nordeste,PE,SAO BENEDITO DO SUL,1138,4249
Nordeste,PB,SAO BENTINHO,422,2423
Nordeste,MA,SAO BENTO,3770,15939
Nordeste,PB,SAO BENTO,9122,11388
Sudeste,MG,SAO BENTO ABADE,1571,1644
Nordeste,RN,SAO BENTO DO NORTE,677,2188
Sudeste,SP,SAO BENTO DO SAPUCAI,4425,2556
Sul,SC,SAO BENTO DO SUL,39161,11312
Norte,TO,SAO BENTO DO TOCANTINS,975,2317
Nordeste,RN,SAO BENTO DO TRAIRI,790,2423
Nordeste,PE,SAO BENTO DO UNA,6466,19814
Sul,SC,SAO BERNARDINO,954,1075
Nordeste,MA,SAO BERNARDO,3231,12719
Sudeste,SP,SAO BERNARDO DO CAMPO,224929,262223
Sul,SC,SAO BONIFACIO,1906,436
Sul,RS,SAO BORJA,15784,19523
Nordeste,AL,SAO BRAS,1211,3478
Sudeste,MG,SAO BRAS DO SUACUI,986,1704
Nordeste,PI,SAO BRAZ DO PIAUI,242,2921
Norte,PA,SAO CAETANO DE ODIVELAS,2879,8383
Sudeste,SP,SAO CAETANO DO SUL,68152,45297
Nordeste,PE,SAO CAITANO,5241,18488
Sul,SC,SAO CARLOS,4360,2538
Sudeste,SP,SAO CARLOS,73647,68042
Sul,PR,SAO CARLOS DO IVAI,2633,1669
Nordeste,SE,SAO CRISTOVAO,16454,29768
Sul,SC,SAO CRISTOVAO DO SUL,1507,1082
Nordeste,BA,SAO DESIDERIO,5990,13807
Centro-Oeste,GO,SAO DOMINGOS,1699,3291
Nordeste,BA,SAO DOMINGOS,1627,4547
Sul,SC,SAO DOMINGOS,3507,2627
Exterior,ZZ,SAO DOMINGOS,138,80
Nordeste,PB,SAO DOMINGOS,539,1837
Nordeste,SE,SAO DOMINGOS,1885,4130
Sudeste,MG,SAO DOMINGOS DAS DORES,2238,1908
Norte,PA,SAO DOMINGOS DO ARAGUAIA,5044,6761
Nordeste,MA,SAO DOMINGOS DO AZEITAO,1156,3797
Norte,PA,SAO DOMINGOS DO CAPIM,4463,13597
Nordeste,PB,SAO DOMINGOS DO CARIRI,563,1645
Nordeste,MA,SAO DOMINGOS DO MARANHAO,6452,14920
Sudeste,ES,SAO DOMINGOS DO NORTE,3036,2935
Sudeste,MG,SAO DOMINGOS DO PRATA,4125,6662
Sul,RS,SAO DOMINGOS DO SUL,1410,790
Nordeste,BA,SAO FELIPE,3088,10241
Norte,RO,SAO FELIPE D'OESTE,2293,1075
Nordeste,BA,SAO FELIX,1315,6649
Nordeste,MA,SAO FELIX DE BALSAS,623,2272
Sudeste,MG,SAO FELIX DE MINAS,1121,1266
Centro-Oeste,MT,SAO FELIX DO ARAGUAIA,3097,1981
Nordeste,BA,SAO FELIX DO CORIBE,3439,6217
Nordeste,PI,SAO FELIX DO PIAUI,712,1953
Norte,TO,SAO FELIX DO TOCANTINS,285,816
Norte,PA,SAO FELIX DO XINGU,19548,9812
Nordeste,RN,SAO FERNANDO,778,2154
Sudeste,RJ,SAO FIDELIS,14649,8523
Sudeste,SP,SAO FRANCISCO,1039,831
Nordeste,SE,SAO FRANCISCO,680,2037
Sudeste,MG,SAO FRANCISCO,8931,19259
Exterior,ZZ,SAO FRANCISCO,1568,2447
Nordeste,PB,SAO FRANCISCO,705,2570
Sul,RS,SAO FRANCISCO DE ASSIS,4950,6334
Nordeste,PI,SAO FRANCISCO DE ASSIS DO PIAUI,844,2899
Centro-Oeste,GO,SAO FRANCISCO DE GOIAS,2211,1448
Sudeste,RJ,SAO FRANCISCO DE ITABAPOANA,18184,8976
Sudeste,MG,SAO FRANCISCO DE PAULA,1769,2935
Sul,RS,SAO FRANCISCO DE PAULA,6289,5874
Sudeste,MG,SAO FRANCISCO DE SALES,1423,2206
Nordeste,MA,SAO FRANCISCO DO BREJAO,2355,3560
Nordeste,BA,SAO FRANCISCO DO CONDE,3990,21574
Sudeste,MG,SAO FRANCISCO DO GLORIA,1181,2130
Norte,RO,SAO FRANCISCO DO GUAPORE,6530,2574
Nordeste,MA,SAO FRANCISCO DO MARANHAO,806,6228
Nordeste,RN,SAO FRANCISCO DO OESTE,610,2569
Norte,PA,SAO FRANCISCO DO PARA,4491,7669
Nordeste,PI,SAO FRANCISCO DO PIAUI,1227,3074
Sul,SC,SAO FRANCISCO DO SUL,20615,8921
Sul,RS,SAO GABRIEL,15954,16921
Nordeste,BA,SAO GABRIEL,1582,11051
Norte,AM,SAO GABRIEL DA CACHOEIRA,4103,17090
Sudeste,ES,SAO GABRIEL DA PALHA,10467,7866
Centro-Oeste,MS,SAO GABRIEL DO OESTE,11074,4971
Sudeste,MG,SAO GERALDO,1929,3650
Sudeste,MG,SAO GERALDO DA PIEDADE,860,1610
Norte,PA,SAO GERALDO DO ARAGUAIA,8116,6252
Sudeste,MG,SAO GERALDO DO BAIXIO,1009,1227
Sudeste,RJ,SAO GONCALO,276870,222694
Sudeste,MG,SAO GONCALO DO ABAETE,1966,2012
Nordeste,CE,SAO GONCALO DO AMARANTE,13070,24376
Nordeste,RN,SAO GONCALO DO AMARANTE,24301,35473
Nordeste,PI,SAO GONCALO DO GURGUEIA,361,1613
Sudeste,MG,SAO GONCALO DO PARA,3814,3062
Nordeste,PI,SAO GONCALO DO PIAUI,840,2642
Sudeste,MG,SAO GONCALO DO RIO ABAIXO,3534,5227
Sudeste,MG,SAO GONCALO DO RIO PRETO,466,1613
Sudeste,MG,SAO GONCALO DO SAPUCAI,7459,6458
Nordeste,BA,SAO GONCALO DOS CAMPOS,4301,19011
Sudeste,MG,SAO GOTARDO,13122,7887
Sul,RS,SAO JERONIMO,5593,6458
Sul,PR,SAO JERONIMO DA SERRA,2709,3430
Sul,PR,SAO JOAO,4240,3172
Nordeste,PE,SAO JOAO,1872,11706
Sul,SC,SAO JOAO BATISTA,14256,3846
Nordeste,MA,SAO JOAO BATISTA,1653,11475
Sudeste,MG,SAO JOAO BATISTA DO GLORIA,2909,2035
Centro-Oeste,GO,SAO JOAO D'ALIANCA,2600,2705
Norte,RR,SAO JOAO DA BALIZA,2471,1223
Sudeste,RJ,SAO JOAO DA BARRA,17577,11393
Sudeste,SP,SAO JOAO DA BOA VISTA,34240,18222
Nordeste,PI,SAO JOAO DA CANABRAVA,479,3171
Nordeste,PI,SAO JOAO DA FRONTEIRA,652,3039
Sudeste,MG,SAO JOAO DA LAGOA,958,2698
Sudeste,MG,SAO JOAO DA MATA,1424,905
Centro-Oeste,GO,SAO JOAO DA PARAUNA,1006,668
Norte,PA,SAO JOAO DA PONTA,1349,3122
Sudeste,MG,SAO JOAO DA PONTE,2813,12030
Nordeste,PI,SAO JOAO DA SERRA,856,4008
Sul,RS,SAO JOAO DA URTIGA,2205,1258
Nordeste,PI,SAO JOAO DA VARJOTA,533,2454
Sudeste,SP,SAO JOAO DAS DUAS PONTES,757,981
Sudeste,MG,SAO JOAO DAS MISSOES,1678,5239
Sudeste,SP,SAO JOAO DE IRACEMA,580,754
Sudeste,RJ,SAO JOAO DE MERITI,168876,112389
Norte,PA,SAO JOAO DE PIRABAS,3700,8820
Sudeste,MG,SAO JOAO DEL REI,28797,26233
Norte,PA,SAO JOAO DO ARAGUAIA,3268,4962
Nordeste,PI,SAO JOAO DO ARRAIAL,1454,4059
Sul,PR,SAO JOAO DO CAIUA,1493,2221
Nordeste,PB,SAO JOAO DO CARIRI,592,2685
Nordeste,MA,SAO JOAO DO CARU,1713,5304
Sul,SC,SAO JOAO DO ITAPERIU,2504,571
Sul,PR,SAO JOAO DO IVAI,3514,3406
Nordeste,CE,SAO JOAO DO JAGUARIBE,804,4003
Sudeste,MG,SAO JOAO DO MANHUACU,3925,3520
Sudeste,MG,SAO JOAO DO MANTENINHA,1860,1895
Sul,SC,SAO JOAO DO OESTE,3304,1015
Sudeste,MG,SAO JOAO DO ORIENTE,2414,2860
Sudeste,MG,SAO JOAO DO PACUI,641,2207
Sudeste,MG,SAO JOAO DO PARAISO,5568,6423
Nordeste,MA,SAO JOAO DO PARAISO,2420,4104
Sudeste,SP,SAO JOAO DO PAU D'ALHO,736,853
Nordeste,PI,SAO JOAO DO PIAUI,2220,9359
Sul,RS,SAO JOAO DO POLESINE,1330,703
Nordeste,PB,SAO JOAO DO RIO DO PEIXE,1835,9107
Nordeste,RN,SAO JOAO DO SABUGI,1010,3276
Nordeste,MA,SAO JOAO DO SOTER,1235,9003
Sul,SC,SAO JOAO DO SUL,3985,1572
Nordeste,PB,SAO JOAO DO TIGRE,514,2513
Sul,PR,SAO JOAO DO TRIUNFO,3777,5531
Nordeste,MA,SAO JOAO DOS PATOS,3152,11583
Sudeste,MG,SAO JOAO EVANGELISTA,2497,6397
Sudeste,MG,SAO JOAO NEPOMUCENO,7479,8068
Sul,SC,SAO JOAQUIM,8950,5871
Sudeste,SP,SAO JOAQUIM DA BARRA,14884,12959
Sudeste,MG,SAO JOAQUIM DE BICAS,7479,8703
Nordeste,PE,SAO JOAQUIM DO MONTE,3433,9626
Sul,RS,SAO JORGE,1707,434
Sul,PR,SAO JORGE D'OESTE,3688,2955
Sul,PR,SAO JORGE DO IVAI,2464,1353
Sul,PR,SAO JORGE DO PATROCINIO,2509,1607
Sul,SC,SAO JOSE,93707,54634
Exterior,ZZ,SAO JOSE,200,166
Sudeste,MG,SAO JOSE DA BARRA,2606,2428
Sudeste,SP,SAO JOSE DA BELA VISTA,2306,2605
Sul,PR,SAO JOSE DA BOA VISTA,2291,1331
Nordeste,PE,SAO JOSE DA COROA GRANDE,4714,6524
Nordeste,PB,SAO JOSE DA LAGOA TAPADA,900,4180
Nordeste,AL,SAO JOSE DA LAJE,4825,7030
Sudeste,MG,SAO JOSE DA LAPA,8535,7131
Sudeste,MG,SAO JOSE DA SAFIRA,1042,1610
Nordeste,AL,SAO JOSE DA TAPERA,2721,11431
Sudeste,MG,SAO JOSE DA VARGINHA,1509,1431
Nordeste,BA,SAO JOSE DA VITORIA,1341,2135
Sul,RS,SAO JOSE DAS MISSOES,716,1091
Sul,PR,SAO JOSE DAS PALMEIRAS,1213,1447
Nordeste,PB,SAO JOSE DE CAIANA,623,3038
Nordeste,PB,SAO JOSE DE ESPINHARAS,667,2664
Nordeste,RN,SAO JOSE DE MIPIBU,9504,16259
Nordeste,PB,SAO JOSE DE PIRANHAS,1817,9614
Nordeste,PB,SAO JOSE DE PRINCESA,371,2044
Nordeste,MA,SAO JOSE DE RIBAMAR,32509,57935
Sudeste,RJ,SAO JOSE DE UBA,3523,2277
Sudeste,MG,SAO JOSE DO ALEGRE,1756,1101
Sudeste,SP,SAO JOSE DO BARREIRO,1208,1643
Nordeste,PE,SAO JOSE DO BELMONTE,2443,16861
Nordeste,PB,SAO JOSE DO BONFIM,786,2382
Nordeste,PB,SAO JOSE DO BREJO DO CRUZ,515,1236
Sudeste,ES,SAO JOSE DO CALCADO,3131,3427
Nordeste,RN,SAO JOSE DO CAMPESTRE,2621,5333
Sul,SC,SAO JOSE DO CEDRO,6519,2708
